# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.03856e-05 to 223.529 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:t_g                   10:t_b                   11:t_cdm                 12:t_ur                  13:t_tot              
       2.389317619208e-01      -1.012986199889e-01      -2.028572371583e+02      -2.932271431887e+02      -1.012432841035e-01      -2.709098298077e+02       2.531082102587e-02       2.531082102587e-02      -3.988959446905e-06       3.351885111561e-01       3.507597562390e-01      -3.899484934506e-06       3.348638290687e-01 
       2.469233295075e-01      -9.741196598617e-02      -2.134324140307e+02      -3.002053584559e+02      -9.735851365781e-02      -2.782306859155e+02       2.433962841445e-02       2.433962841445e-02      -3.820854146389e-06       3.457993985094e-01       3.599905334435e-01      -3.734071256202e-06       3.439458192886e-01 
       2.551833074429e-01      -9.357557831946e-02      -2.231736045767e+02      -3.072147992925e+02      -9.352406815697e-02      -2.854502981471e+02       2.338101703924e-02       2.338101703924e-02      -3.662288448061e-06       3.559016672600e-01       3.691475189125e-01      -3.578419107219e-06       3.528913905403e-01 
       2.637213019716e-01      -8.945866273928e-02      -2.287465972261e+02      -3.135113124642e+02      -8.940940990970e-02      -2.914524524747e+02       2.235235247742e-02       2.235235247742e-02      -3.503389755378e-06       3.634579244077e-01       3.768989532592e-01      -3.423182793420e-06       3.603139771769e-01 
       2.725474602901e-01      -8.503890348456e-02      -2.294705114439e+02      -3.188133227459e+02      -8.499220601576e-02      -2.959030962450e+02       2.124805150394e-02       2.124805150394e-02      -3.339704739905e-06       3.680533816360e-01       3.828122802433e-01      -3.263837945539e-06       3.658004097483e-01 
       2.816725354186e-01      -8.059066127387e-02      -2.279453162903e+02      -3.235175656153e+02      -8.054655854920e-02      -2.995223714538e+02       2.013663963730e-02       2.013663963730e-02      -3.174737747948e-06       3.712688067567e-01       3.876951121451e-01      -3.103309994420e-06       3.702435241314e-01 
       2.911079595938e-01      -7.650634153175e-02      -2.284242629111e+02      -3.285428694331e+02      -7.646454801785e-02      -3.037092405305e+02       1.911613700446e-02       1.911613700446e-02      -3.017578097269e-06       3.757954525139e-01       3.932286396344e-01      -2.949999555270e-06       3.754116594852e-01 
       3.008659274049e-01      -7.296613746866e-02      -2.335167777956e+02      -3.345357316793e+02      -7.292623621182e-02      -3.093897582598e+02       1.823155905295e-02       1.823155905295e-02      -2.874366012440e-06       3.832364448563e-01       4.005345266664e-01      -2.809785618273e-06       3.824556462004e-01 
       3.109594901274e-01      -6.982457939324e-02      -2.420587498858e+02      -3.413502060984e+02      -6.978629399026e-02      -3.162674301766e+02       1.744657349757e-02       1.744657349757e-02      -2.743844974872e-06       3.928026499139e-01       4.092693446773e-01      -2.681729173841e-06       3.909782076760e-01 
       3.214026629868e-01      -6.678454677925e-02      -2.501536029104e+02      -3.482592097192e+02      -6.674785933779e-02      -3.231545097228e+02       1.668696483445e-02       1.668696483445e-02      -2.620886249121e-06       4.021142503597e-01       4.180586373480e-01      -2.561261612789e-06       3.995065967831e-01 
       3.322105474198e-01      -6.362177160693e-02      -2.545126739996e+02      -3.544763788519e+02      -6.358683460371e-02      -3.289071545078e+02       1.589670865093e-02       1.589670865093e-02      -2.498597320625e-06       4.091152564358e-01       4.255158796051e-01      -2.441836602136e-06       4.066070443432e-01 
       3.433994707897e-01      -6.039308102641e-02      -2.556335523999e+02      -3.599996295490e+02      -6.035998006225e-02      -3.335993195823e+02       1.508999501556e-02       1.508999501556e-02      -2.376317488869e-06       4.141651416065e-01       4.317140104300e-01      -2.322632367111e-06       4.123928188299e-01 
       3.549871464794e-01      -5.732173564539e-02      -2.571534932057e+02      -3.655291658938e+02      -5.729036002776e-02      -3.383573135392e+02       1.432259000694e-02       1.432259000694e-02      -2.257985284646e-06       4.195188866486e-01       4.379710007089e-01      -2.207160225429e-06       4.182720716939e-01 
       3.669928578112e-01      -5.455667581525e-02      -2.619809488491e+02      -3.717453763452e+02      -5.452679859860e-02      -3.441804039646e+02       1.363169964965e-02       1.363169964965e-02      -2.147775591004e-06       4.269619895765e-01       4.454833159792e-01      -2.099355538801e-06       4.254837435214e-01 
       3.794376698573e-01      -5.202404098538e-02      -2.691194940879e+02      -3.785513912139e+02      -5.199550950761e-02      -3.508377739344e+02       1.299887737690e-02       1.299887737690e-02      -2.045497426416e-06       4.358516145915e-01       4.539993833505e-01      -1.999197573761e-06       4.337270627883e-01 
       3.923446738703e-01      -4.953845377048e-02      -2.750611640923e+02      -3.852192523551e+02      -4.951127017859e-02      -3.572000528692e+02       1.237781754465e-02       1.237781754465e-02      -1.947125323061e-06       4.439926026602e-01       4.621770493582e-01      -1.902990282748e-06       4.415832793908e-01 
       4.057392697906e-01      -4.704508962992e-02      -2.783578308567e+02      -3.914154823332e+02      -4.701929394945e-02      -3.627740337543e+02       1.175482348736e-02       1.175482348736e-02      -1.850797477887e-06       4.505828221743e-01       4.694486011690e-01      -1.808944824830e-06       4.484713135574e-01 
       4.196494930054e-01      -4.463423234543e-02      -2.811683680605e+02      -3.974921760004e+02      -4.460977819323e-02      -3.681762369037e+02       1.115244454831e-02       1.115244454831e-02      -1.757317768139e-06       4.569406183147e-01       4.765128649278e-01      -1.717670564512e-06       4.551562828028e-01 
       4.341063921875e-01      -4.239215331151e-02      -2.859511483992e+02      -4.039547506999e+02      -4.236892207486e-02      -3.741942454903e+02       1.059223051871e-02       1.059223051871e-02      -1.668530451364e-06       4.645135436283e-01       4.842795510957e-01      -1.630857883173e-06       4.625937425747e-01 
       4.491444654712e-01      -4.029144277676e-02      -2.920291179331e+02      -4.107998420985e+02      -4.026934772470e-02      -3.807223568738e+02       1.006733693117e-02       1.006733693117e-02      -1.584956340984e-06       4.729341338200e-01       4.926707474387e-01      -1.549104125648e-06       4.706651888783e-01 
       4.648021621983e-01      -3.824411233872e-02      -2.970058443350e+02      -4.175507230198e+02      -3.822313960936e-02      -3.870058943399e+02       9.555784902340e-03       9.555784902340e-03      -1.504672630425e-06       4.807560458714e-01       5.008059275046e-01      -1.470640954913e-06       4.784389103088e-01 
       4.811224566099e-01      -3.624033346094e-02      -3.008005751959e+02      -4.240840768310e+02      -3.622046876484e-02      -3.929316210032e+02       9.055117191210e-03       9.055117191210e-03      -1.426537573713e-06       4.878955047688e-01       5.085134041469e-01      -1.394317369749e-06       4.857630906979e-01 
       4.981534975620e-01      -3.433803023642e-02      -3.054120808431e+02      -4.308034619561e+02      -3.431920867865e-02      -3.991338448589e+02       8.579802169663e-03       8.579802169663e-03      -1.351645379541e-06       4.955820548435e-01       5.165382630813e-01      -1.321117736754e-06       4.934269820998e-01 
       5.159493336975e-01      -3.254094494200e-02      -3.110123049032e+02      -4.378441792847e+02      -3.252310265233e-02      -4.057494798186e+02       8.130775663082e-03       8.130775663082e-03      -1.280624205853e-06       5.039625430132e-01       5.250763707771e-01      -1.251676404852e-06       5.016115024759e-01 
       5.345707051929e-01      -3.079946296771e-02      -3.160068401673e+02      -4.448642548269e+02      -3.078257601364e-02      -4.122561209335e+02       7.695644003410e-03       7.695644003410e-03      -1.212231313797e-06       5.120297570204e-01       5.334977304996e-01      -1.184834174118e-06       5.096541915316e-01 
       5.540858793725e-01      -2.911693402411e-02      -3.206296839462e+02      -4.518853120746e+02      -2.910097234006e-02      -4.187070510117e+02       7.275243085014e-03       7.275243085014e-03      -1.146255391808e-06       5.199558699278e-01       5.418635823522e-01      -1.120363458569e-06       5.176306281429e-01 
       5.745714858251e-01      -2.751331636365e-02      -3.259240121056e+02      -4.591298169152e+02      -2.749823229905e-02      -4.254430182228e+02       6.874558074762e-03       6.874558074762e-03      -1.083063694677e-06       5.283723821172e-01       5.505722505484e-01      -1.058593206625e-06       5.259588604264e-01 
       5.961132746079e-01      -2.597372351324e-02      -3.313217346220e+02      -4.665234494858e+02      -2.595948262869e-02      -4.323167979485e+02       6.489870657173e-03       6.489870657173e-03      -1.022465651844e-06       5.369429233550e-01       5.594613607453e-01      -9.993617132761e-07       5.344565861923e-01 
       6.188066767922e-01      -2.448723394622e-02      -3.364519218248e+02      -4.739755062640e+02      -2.447380909371e-02      -4.391977312083e+02       6.118452273429e-03       6.118452273429e-03      -9.640634491702e-07       5.454476745510e-01       5.683718961498e-01      -9.422849121831e-07       5.429617761747e-01 
       6.427569907015e-01      -2.306333927269e-02      -3.419439683590e+02      -4.816286245178e+02      -2.305069456752e-02      -4.462982947001e+02       5.762673641880e-03       5.762673641880e-03      -9.080146582977e-07       5.542885473889e-01       5.775579908258e-01      -8.875010009007e-07       5.517409992736e-01 
       6.680789567392e-01      -2.169531477034e-02      -3.475445977645e+02      -4.894528345500e+02      -2.168341988184e-02      -4.535554411304e+02       5.420854970461e-03       5.420854970461e-03      -8.541903446551e-07       5.633126917869e-01       5.869478028836e-01      -8.348928037475e-07       5.607129905953e-01 
       6.948954375083e-01      -2.037958667097e-02      -3.531589728529e+02      -4.974273616482e+02      -2.036841335418e-02      -4.609377421609e+02       5.092103338546e-03       5.092103338546e-03      -8.024407729942e-07       5.724724784647e-01       5.965033419563e-01      -7.843141551257e-07       5.698397760074e-01 
       7.233349243698e-01      -1.911844692601e-02      -3.590191898315e+02      -5.056135944672e+02      -1.910796478340e-02      -4.685307468252e+02       4.776991195850e-03       4.776991195850e-03      -7.528079532300e-07       5.819189593732e-01       6.063282693345e-01      -7.358022538913e-07       5.792281482769e-01 
       7.535277010935e-01      -1.790854752517e-02      -3.649479423394e+02      -5.139801566660e+02      -1.789872878082e-02      -4.762818077376e+02       4.474682195205e-03       4.474682195205e-03      -7.052094652032e-07       5.915452517055e-01       6.163605442809e-01      -6.892800900239e-07       5.888117110299e-01 
       7.856007662699e-01      -1.675064309026e-02      -3.710433676495e+02      -5.225410012390e+02      -1.674145909391e-02      -4.842172700710e+02       4.185364773478e-03       4.185364773478e-03      -6.596375550426e-07       6.014078210894e-01       6.266284102198e-01      -6.447378131772e-07       5.986218663524e-01 
       8.196720627298e-01      -1.564452387598e-02      -3.772536078494e+02      -5.312857311427e+02      -1.563594631574e-02      -4.923207367632e+02       3.908986578936e-03       3.908986578936e-03      -6.161039481652e-07       6.114734638336e-01       6.371134315038e-01      -6.021880264845e-07       6.086386670026e-01 
       8.558450885555e-01      -1.459152664800e-02      -3.836122426214e+02      -5.402229632983e+02      -1.458352636640e-02      -5.006043682958e+02       3.645881591599e-03       3.645881591599e-03      -5.746641739187e-07       6.217691493558e-01       6.478345555910e-01      -5.616847216322e-07       6.188815364110e-01 
       8.942053245030e-01      -1.359135956919e-02      -3.900703617208e+02      -5.493130565868e+02      -1.358390763264e-02      -5.090282739887e+02       3.395976908160e-03       3.395976908160e-03      -5.352938369368e-07       6.322330875442e-01       6.587335126193e-01      -5.232039605266e-07       6.292939257775e-01 
       9.348197887883e-01      -1.264569564654e-02      -3.966548103915e+02      -5.585704995676e+02      -1.263876216291e-02      -5.176083973946e+02       3.159690540727e-03       3.159690540727e-03      -4.980734145132e-07       6.428961969819e-01       6.698381771851e-01      -4.868246045891e-07       6.399030911857e-01 
       9.777402644335e-01      -1.175393054557e-02      -4.033203118707e+02      -5.679489136541e+02      -1.174748597763e-02      -5.262998844085e+02       2.936871494408e-03       2.936871494408e-03      -4.629672081159e-07       6.536938116533e-01       6.810841105161e-01      -4.525115657530e-07       6.506470491243e-01 
       1.023009573551e+00      -1.091620654932e-02      -4.100694190095e+02      -5.774436043715e+02      -1.091022127058e-02      -5.350992798816e+02       2.727555317646e-03       2.727555317646e-03      -4.299869673205e-07       6.646260228780e-01       6.924700814528e-01      -4.202764322299e-07       6.615248151419e-01 
       1.070669280196e+00      -1.013136409173e-02      -4.168793956402e+02      -5.870239370483e+02      -1.012580911199e-02      -5.439780464123e+02       2.531452277998e-03       2.531452277998e-03      -3.990883789112e-07       6.756576960120e-01       7.039595463508e-01      -3.900759238183e-07       6.725014695693e-01 
       1.120766916995e+00      -9.397744049995e-03      -4.237324826204e+02      -5.966649495973e+02      -9.392591289223e-03      -5.529130474380e+02       2.348147822306e-03       2.348147822306e-03      -3.702047028560e-07       6.867586671768e-01       7.155213007745e-01      -3.618447779199e-07       6.835471701936e-01 
       1.173361322010e+00      -8.713675404184e-03      -4.306339149309e+02      -6.063735027843e+02      -8.708897697788e-03      -5.619106957366e+02       2.177224424447e-03       2.177224424447e-03      -3.432701395288e-07       6.979375370688e-01       7.271643078016e-01      -3.355186789597e-07       6.946704792533e-01 
       1.228525555889e+00      -8.076662855398e-03      -4.375716284034e+02      -6.161329942635e+02      -8.072234406120e-03      -5.709555646858e+02       2.018058601530e-03       2.018058601530e-03      -3.181874095918e-07       7.091753414556e-01       7.388687287283e-01      -3.110025647525e-07       7.058524561636e-01 
       1.286347657966e+00      -7.484036769182e-03      -4.445353611507e+02      -6.259291342768e+02      -7.479933242768e-03      -5.800343949902e+02       1.869983310692e-03       1.869983310692e-03      -2.948521309077e-07       7.204560853771e-01       7.506178023795e-01      -2.881944256521e-07       7.170771026723e-01 
       1.346929924698e+00      -6.933063375673e-03      -4.515163601490e+02      -6.357514476895e+02      -6.929261937606e-03      -5.891372797723e+02       1.732315484402e-03       1.732315484402e-03      -2.731542359040e-07       7.317647453267e-01       7.623963175756e-01      -2.669866284817e-07       7.283298235213e-01 
       1.410387456613e+00      -6.421272863536e-03      -4.585232212386e+02      -6.456083077929e+02      -6.417752031763e-03      -5.982723811000e+02       1.604438007941e-03       1.604438007941e-03      -2.529993194846e-07       7.431144515752e-01       7.742174988806e-01      -2.472869598541e-07       7.396233181718e-01 
       1.476846563562e+00      -5.946008466048e-03      -4.655477000901e+02      -6.554914393663e+02      -5.942748215762e-03      -6.074316704922e+02       1.485687053941e-03       1.485687053941e-03      -2.342812703454e-07       7.544930665244e-01       7.860690424142e-01      -2.289916735251e-07       7.509457831256e-01 
       1.546443390984e+00      -5.504861449079e-03      -4.725920826589e+02      -6.654017758439e+02      -5.501843074884e-03      -6.166162596544e+02       1.375460768721e-03       1.375460768721e-03      -2.169072338855e-07       7.659046215896e-01       7.979547246744e-01      -2.120100536175e-07       7.623008873730e-01 
       1.619322926379e+00      -5.095452760982e-03      -4.796516167318e+02      -6.753336346519e+02      -5.092658862448e-03      -6.258207736703e+02       1.273164715612e-03       1.273164715612e-03      -2.007820367173e-07       7.773401781450e-01       8.098655929098e-01      -1.962490447268e-07       7.736800261667e-01 
       1.695638403826e+00      -4.715626217376e-03      -4.867279297428e+02      -6.852892195973e+02      -4.713040575951e-03      -6.350472641652e+02       1.178260143988e-03       1.178260143988e-03      -1.858212137415e-07       7.888026136878e-01       8.218045989757e-01      -1.816260987317e-07       7.850860261283e-01 
       1.775551047747e+00      -4.363328504356e-03      -4.938195386408e+02      -6.952673767601e+02      -4.360936027077e-03      -6.442945608758e+02       1.090234006769e-03       1.090234006769e-03      -1.719440315739e-07       8.002905756870e-01       8.337703326585e-01      -1.680623080635e-07       7.965175402146e-01 
       1.859230070640e+00      -4.036636349142e-03      -5.009260429021e+02      -7.052665481773e+02      -4.034422997410e-03      -6.535613273573e+02       1.008605749352e-03       1.008605749352e-03      -1.590747972346e-07       8.118022649588e-01       8.457609446818e-01      -1.554836901113e-07       8.079727981387e-01 
       1.946852843870e+00      -3.733781099205e-03      -5.080500797815e+02      -7.152888005251e+02      -3.731733803592e-03      -6.628496565234e+02       9.329334508980e-04       9.329334508980e-04      -1.471448360093e-07       8.233421725304e-01       8.577807944549e-01      -1.438231417096e-07       8.194560107148e-01 
       2.038605178943e+00      -3.453023617452e-03      -5.151816710478e+02      -7.253242105430e+02      -3.451130262708e-03      -6.721499070442e+02       8.627825656771e-04       8.627825656771e-04      -1.360842297466e-07       8.348948672410e-01       8.698143689073e-01      -1.330122936836e-07       8.309522765284e-01 
       2.134681677360e+00      -3.192886796483e-03      -5.223333681947e+02      -7.353861388736e+02      -3.191136076528e-03      -6.814749255744e+02       7.977840191321e-04       7.977840191321e-04      -1.258360721352e-07       8.464795659510e-01       8.818812096385e-01      -1.229955514551e-07       8.424803333262e-01 
       2.235286124360e+00      -2.951861534820e-03      -5.294967412067e+02      -7.454652615746e+02      -2.950242971207e-03      -6.908157968551e+02       7.375607428018e-04       7.375607428018e-04      -1.163404309215e-07       8.580835346833e-01       8.939682899174e-01      -1.137143258220e-07       8.540277017280e-01 
       2.340631913629e+00      -2.728594543807e-03      -5.366724395063e+02      -7.555620384163e+02      -2.727098400018e-03      -7.001729960017e+02       6.817746000045e-04       6.817746000045e-04      -1.075440183051e-07       8.697073273006e-01       9.060762184773e-01      -1.051165325903e-07       8.655949586891e-01 
       2.450942497182e+00      -2.521836105662e-03      -5.438636541061e+02      -7.656800011465e+02      -2.520453330182e-03      -7.095498995824e+02       6.301133325455e-04       6.301133325455e-04      -9.939795925158e-08       8.813562002351e-01       9.182103138829e-01      -9.715440776448e-08       8.771872079467e-01 
       2.566451858418e+00      -2.330388703766e-03      -5.510667730462e+02      -7.758155255569e+02      -2.329110901807e-03      -7.189429912553e+02       5.822777254517e-04       5.822777254517e-04      -9.185474286106e-08       8.930244373800e-01       9.303648549224e-01      -8.978150611667e-08       8.887989500884e-01 
       2.687405008146e+00      -2.153155073739e-03      -5.582822239559e+02      -7.859677981706e+02      -2.151974451922e-03      -7.283516700246e+02       5.379936129805e-04       5.379936129805e-04      -8.487151703692e-08       9.047125139476e-01       9.425401324352e-01      -8.295595096679e-08       9.004304924830e-01 
       2.814058504204e+00      -1.989100495316e-03      -5.655065792052e+02      -7.961333374004e+02      -1.988009827695e-03      -7.377725643432e+02       4.970024569237e-04       4.970024569237e-04      -7.840727689714e-08       9.164150502958e-01       9.547307481544e-01      -7.663765818308e-08       9.120766482222e-01 
       2.946680995637e+00      -1.837281148316e-03      -5.727417915605e+02      -8.063146375058e+02      -1.836273726386e-03      -7.472080131298e+02       4.590684315964e-04       4.590684315964e-04      -7.242490478860e-08       9.281350903188e-01       9.669398832644e-01      -7.079034954105e-08       9.237404549185e-01 
       3.085553792531e+00      -1.696797334140e-03      -5.799832333329e+02      -8.165045661268e+02      -1.695866942584e-03      -7.566514735194e+02       4.239667356459e-04       4.239667356459e-04      -6.688915917802e-08       9.398651614571e-01       9.791596176500e-01      -6.537958348824e-08       9.354143658331e-01 
       3.230971462706e+00      -1.566847421260e-03      -5.872380777928e+02      -8.267138929845e+02      -1.565988284362e-03      -7.661128532579e+02       3.914970710905e-04       3.914970710905e-04      -6.176829105259e-08       9.516169355132e-01       9.914023067695e-01      -6.037432432748e-08       9.471101561458e-01 
       3.383242456537e+00      -1.446658997821e-03      -5.945051454585e+02      -8.369401103968e+02      -1.445865763289e-03      -7.755899199663e+02       3.614664408223e-04       3.614664408223e-04      -5.703202772936e-08       9.633883772102e-01       1.003665716516e+00      -5.574498621602e-08       9.588257080025e-01 
       3.542689761218e+00      -1.335504018095e-03      -6.017781801643e+02      -8.471748835630e+02      -1.334771732819e-03      -7.850748987462e+02       3.336929332048e-04       3.336929332048e-04      -5.265168112961e-08       9.751694592777e-01       1.015939437322e+00      -5.146352870700e-08       9.705510715602e-01 
       3.709651585859e+00      -1.232736201336e-03      -6.090641295756e+02      -8.574283939948e+02      -1.232060266605e-03      -7.945771814834e+02       3.080150666514e-04       3.080150666514e-04      -4.860169058867e-08       9.869713601503e-01       1.028235293121e+00      -4.750496618258e-08       9.822975167546e-01 
       3.884482078875e+00      -1.137728252045e-03      -6.163578296620e+02      -8.676927624337e+02      -1.137104413026e-03      -8.040895322909e+02       2.842761032565e-04       2.842761032565e-04      -4.485747050623e-08       9.987857177114e-01       1.040544451172e+00      -4.384527085043e-08       9.940566229519e-01 
       4.067552079182e+00      -1.049907305638e-03      -6.236582482196e+02      -8.779673137224e+02      -1.049331621633e-03      -8.136112414593e+02       2.623329054083e-04       2.623329054083e-04      -4.139637397439e-08       1.010610836801e+00       1.052865315009e+00      -4.046230551854e-08       1.005826840501e+00 
       4.259249902795e+00      -9.687513238993e-04      -6.309707342736e+02      -8.882583419625e+02      -9.682201403866e-04      -8.231482752184e+02       2.420550350966e-04       2.420550350966e-04      -3.819794526476e-08       1.022455401714e+00       1.065206800493e+00      -3.733607866789e-08       1.017616705945e+00 
       4.459982166500e+00      -8.937579139076e-04      -6.382896828517e+02      -8.985593039788e+02      -8.932678518787e-04      -8.326944244773e+02       2.233169629697e-04       2.233169629697e-04      -3.524228824987e-08       1.034310277645e+00       1.077559631631e+00      -3.444714124378e-08       1.029417322915e+00 
       4.670174650340e+00      -8.244625820134e-04      -6.456091955877e+02      -9.088618564958e+02      -8.240105171203e-04      -8.422419618109e+02       2.060026292801e-04       2.060026292801e-04      -3.251114612900e-08       1.046165917463e+00       1.089913856707e+00      -3.177764958069e-08       1.041219185087e+00 
       4.890273200755e+00      -7.604582687333e-04      -6.529422973992e+02      -9.191834404152e+02      -7.600412998047e-04      -8.518071463569e+02       1.900103249512e-04       1.900103249512e-04      -2.998850895102e-08       1.058043391293e+00       1.102291433260e+00      -2.931195579163e-08       1.053043268078e+00 
       5.120744676278e+00      -7.013445070792e-04      -6.602847622887e+02      -9.295185909600e+02      -7.009599525292e-04      -8.613848615762e+02       1.752399881323e-04       1.752399881323e-04      -2.765858281871e-08       1.069935847579e+00       1.114685332042e+00      -2.703462225337e-08       1.064882840962e+00 
       5.362077937811e+00      -6.467589546111e-04      -6.676403422298e+02      -9.398727408258e+02      -6.464043315362e-04      -8.709801256449e+02       1.616010828841e-04       1.616010828841e-04      -2.550707607724e-08       1.081849316005e+00       1.127101966193e+00      -2.493167967051e-08       1.076744011375e+00 
       5.614784885556e+00      -5.963414443251e-04      -6.749865796042e+02      -9.502147117857e+02      -5.960144672823e-04      -8.805639985360e+02       1.490036168206e-04       1.490036168206e-04      -2.351984210836e-08       1.093747427655e+00       1.139503411727e+00      -2.298930176212e-08       1.088590554629e+00 
       5.879401544830e+00      -5.498040257941e-04      -6.823510384203e+02      -9.605821950927e+02      -5.495025672293e-04      -8.901715288409e+02       1.373756418073e-04       1.373756418073e-04      -2.168552684315e-08       1.105674794514e+00       1.151936254348e+00      -2.119639062770e-08       1.100466959460e+00 
       6.156489203046e+00      -5.068399686262e-04      -6.897160515705e+02      -9.709516268439e+02      -5.065620691816e-04      -8.997807387093e+02       1.266405172954e-04       1.266405172954e-04      -1.999202055233e-08       1.117602745810e+00       1.164370817537e+00      -1.954110944730e-08       1.112344847299e+00 
       6.446635600277e+00      -4.671855623063e-04      -6.970888799804e+02      -9.813325609471e+02      -4.669294072080e-04      -9.094005538569e+02       1.167323518020e-04       1.167323518020e-04      -1.842895487345e-08       1.129543041398e+00       1.176819388744e+00      -1.801332442115e-08       1.124235951446e+00 
       6.750456175931e+00      -4.305830670133e-04      -7.044572703249e+02      -9.917085328906e+02      -4.303469828133e-04      -9.190156318087e+02       1.075867457033e-04       1.075867457033e-04      -1.698616728598e-08       1.141475783180e+00       1.189261391261e+00      -1.660310232901e-08       1.136120592325e+00 
       7.068595374184e+00      -3.968193654020e-04      -7.118511963816e+02      -1.002120523767e+03      -3.966017955080e-04      -9.286640809263e+02       9.915044887700e-05       9.915044887700e-05      -1.565525937462e-08       1.153449482936e+00       1.201747513959e+00      -1.530223434799e-08       1.148047172697e+00 
       7.401728010928e+00      -3.656546897941e-04      -7.192267289231e+02      -1.012508496601e+03      -3.654542090771e-04      -9.382900700271e+02       9.136355226928e-05       9.136355226928e-05      -1.442679333738e-08       1.165392943924e+00       1.214203684037e+00      -1.410149596560e-08       1.159944914524e+00 
       7.750560705151e+00      -3.369082909509e-04      -7.266149101853e+02      -1.022915243157e+03      -3.367235733965e-04      -9.479333523143e+02       8.418089334912e-05       8.418089334912e-05      -1.329363433260e-08       1.177356393534e+00       1.226682468509e+00      -1.299391315715e-08       1.171864001673e+00 
       8.115833377765e+00      -3.103997216891e-04      -7.340260584202e+02      -1.033354303805e+03      -3.102295402162e-04      -9.576065820527e+02       7.755738505405e-05       7.755738505405e-05      -1.224869007020e-08       1.189356507895e+00       1.239201316926e+00      -1.197255413540e-08       1.183821093100e+00 
       8.498320821082e+00      -2.859379204292e-04      -7.414109725318e+02      -1.043759338390e+03      -2.857811527283e-04      -9.672479661162e+02       7.144528818207e-05       7.144528818207e-05      -1.128441346266e-08       1.201313515793e+00       1.251677435485e+00      -1.103004181674e-08       1.195737048749e+00 
       8.898834342251e+00      -2.633850719562e-04      -7.488158709366e+02      -1.054193297495e+03      -2.632406712821e-04      -9.769160690917e+02       6.581016782052e-05       6.581016782052e-05      -1.039538009004e-08       1.213302222938e+00       1.264188952663e+00      -1.016107437630e-08       1.207686478384e+00 
       9.318223484146e+00      -2.425889134630e-04      -7.562248636812e+02      -1.064634560842e+03      -2.424559165587e-04      -9.865907745788e+02       6.061397913967e-05       6.061397913967e-05      -9.575591355882e-09       1.225296811672e+00       1.276709205714e+00      -9.359788674552e-09       1.219643876584e+00 
       9.757377827368e+00      -2.234138079440e-04      -7.636345501902e+02      -1.075078707263e+03      -2.232913259255e-04      -9.962679459443e+02       5.582283148137e-05       5.582283148137e-05      -8.819701935456e-09       1.237291713906e+00       1.289232668440e+00      -8.620960056029e-09       1.231603924341e+00 
       1.021722887716e+01      -2.057353509417e-04      -7.710444767548e+02      -1.085525202919e+03      -2.056225631387e-04      -1.005947077150e+03       5.140564078467e-05       5.140564078467e-05      -8.122810056002e-09       1.249286091854e+00       1.301758760536e+00      -7.939797422953e-09       1.243566024994e+00 
       1.069875203924e+01      -1.894389638473e-04      -7.784560542715e+02      -1.095976317827e+03      -1.893351124173e-04      -1.015630241161e+03       4.733377810433e-05       4.733377810433e-05      -7.480397423495e-09       1.261282142725e+00       1.314290134893e+00      -7.311884420842e-09       1.255532660327e+00 
       1.120296868881e+01      -1.744186267887e-04      -7.858709069990e+02      -1.106434443167e+03      -1.743230120225e-04      -1.025319642581e+03       4.358075300563e-05       4.358075300563e-05      -6.888286613580e-09       1.273282385704e+00       1.326829780190e+00      -6.733137945501e-09       1.267506632859e+00 
       1.173094833697e+01      -1.605763601644e-04      -7.932913675368e+02      -1.116902849795e+03      -1.604883360774e-04      -1.035018313898e+03       4.012208401935e-05       4.012208401935e-05      -6.342617496891e-09       1.285290481790e+00       1.339381902015e+00      -6.199785034032e-09       1.279491903695e+00 
       1.228381089935e+01      -1.478226926427e-04      -8.007263804177e+02      -1.127394074630e+03      -1.477416623102e-04      -1.044737878989e+03       3.693541557754e-05       3.693541557754e-05      -5.839863677759e-09       1.297320798455e+00       1.351961925142e+00      -5.708378890982e-09       1.291503142489e+00 
       1.286272907157e+01      -1.360692487746e-04      -8.081537266091e+02      -1.137878196649e+03      -1.359946637315e-04      -1.054450463375e+03       3.399866593288e-05       3.399866593288e-05      -5.376539729152e-09       1.309337185414e+00       1.364532708192e+00      -5.255512716808e-09       1.303504791995e+00 
       1.346893081668e+01      -1.252384538212e-04      -8.155707055950e+02      -1.148351895251e+03      -1.251698081389e-04      -1.064152937890e+03       3.129245203473e-05       3.129245203473e-05      -4.949588455818e-09       1.321335126393e+00       1.377090092666e+00      -4.838198331707e-09       1.315492800497e+00 
